Car_Name,Budget_Lakh,Mileage_kmpl,Seating_Capacity,Car_Type,Fuel_Type,Transmission,Condition,User_Needs,Car_Color
Mahindra XUV700,24.49,15.1,4,SUV,Diesel,Automatic,Used,Sporty,Black
Maruti Ertiga,18.93,13.1,7,MUV,Petrol,Automatic,New,Luxury,Grey
Maruti Dzire,14.58,14.4,5,Sedan,Hybrid,Automatic,Excellent,Family,Black
Honda Amaze,9.63,20.3,5,Sedan,CNG,Automatic,Used,Family,Black
Toyota Innova,23.52,21.4,7,MUV,Hybrid,Automatic,Excellent,Luxury,Blue
Honda Jazz,8.18,17.9,5,Hatchback,Hybrid,Automatic,New,Sporty,Black
Tata Harrier,13.04,20.3,5,SUV,Hybrid,Automatic,Excellent,Sporty,Silver
Maruti Swift,4.2,22.8,4,Hatchback,Hybrid,Manual,New,Luxury,Grey
Honda Jazz,4.86,18.8,4,Hatchback,Hybrid,Manual,Excellent,Sporty,Red
Hyundai Creta,22.78,15.6,4,SUV,Petrol,Manual,Excellent,Luxury,Black
Mahindra Scorpio,28.91,20.6,4,SUV,Hybrid,Automatic,New,Family,Blue
Maruti Ertiga,12.07,15.1,7,MUV,Hybrid,Manual,New,Family,Black
Tata Punch,14.91,13.1,4,Sedan,Petrol,Automatic,Used,Sporty,Silver
Renault Kiger,25.62,12.7,4,SUV,Petrol,Manual,Excellent,Family,Blue
Kia Seltos,18.11,20.1,4,SUV,CNG,Manual,Excellent,Family,Silver
Renault Kiger,28.81,14.0,4,SUV,CNG,Manual,Used,Luxury,Grey
Maruti Ertiga,20.35,13.1,7,MUV,Hybrid,Automatic,Used,Family,Silver
Hyundai Creta,28.08,18.1,5,SUV,Hybrid,Manual,Excellent,Sporty,White
Renault Triber,13.89,13.9,7,MUV,Electric,Manual,Used,Luxury,Black
Toyota Innova,11.27,21.3,7,MUV,CNG,Automatic,Excellent,Family,Grey
Mahindra XUV700,34.78,20.5,5,SUV,Hybrid,Manual,New,Family,Red
Kia Sonet,11.45,13.8,4,Sedan,Petrol,Automatic,Used,Family,Blue
Honda City,13.99,17.4,5,Sedan,Petrol,Automatic,Excellent,Sporty,Grey
Hyundai Creta,27.59,13.2,5,SUV,Hybrid,Automatic,Used,Luxury,Red
Renault Triber,23.04,19.9,7,MUV,Diesel,Manual,Excellent,Sporty,Red
Toyota Glanza,9.65,20.8,4,Sedan,CNG,Automatic,New,Sporty,Blue
Maruti Dzire,15.53,20.5,4,Sedan,Hybrid,Automatic,Used,Luxury,Silver
Maruti Swift,5.87,15.7,4,Hatchback,Hybrid,Manual,Excellent,Luxury,Blue
Renault Kiger,25.97,21.9,5,SUV,Petrol,Manual,Used,Family,Red
Renault Kiger,14.39,17.7,4,SUV,Hybrid,Manual,Excellent,Luxury,Red
Kia Sonet,6.08,12.5,4,Hatchback,Electric,Manual,New,Family,Red
Renault Triber,28.36,23.6,7,MUV,CNG,Manual,Excellent,Family,Blue
Mahindra Scorpio,30.38,13.1,4,SUV,Petrol,Automatic,New,Family,Black
Renault Kiger,19.17,12.7,4,SUV,Hybrid,Manual,New,Sporty,Red
Hyundai Creta,11.87,14.0,4,SUV,Petrol,Manual,New,Family,White
Renault Triber,13.78,12.3,7,MUV,Diesel,Automatic,Used,Family,White
Honda Amaze,16.02,18.0,4,Sedan,Electric,Automatic,Excellent,Family,Grey
Hyundai Verna,13.03,20.4,4,Sedan,Petrol,Manual,Used,Family,Grey
Hyundai Venue,23.33,22.3,4,SUV,Petrol,Automatic,Used,Sporty,Black
Renault Triber,21.48,14.4,7,MUV,CNG,Automatic,New,Sporty,Grey
Tata Nexon,30.21,13.5,5,SUV,Electric,Manual,Used,Luxury,Black
Toyota Glanza,20.72,20.8,4,SUV,CNG,Automatic,Used,Family,Black
Kia Seltos,33.82,20.0,5,SUV,CNG,Automatic,New,Luxury,Silver
Honda City,8.32,19.9,4,Sedan,Electric,Automatic,Used,Luxury,Grey
Tata Harrier,24.29,20.9,4,SUV,Hybrid,Manual,New,Sporty,Blue
Toyota Glanza,25.91,20.8,5,SUV,CNG,Automatic,New,Sporty,Black
Tata Altroz,6.04,19.4,5,Hatchback,Diesel,Manual,Excellent,Sporty,Blue
Toyota Fortuner,17.98,15.4,4,SUV,CNG,Manual,Excellent,Family,Grey
Tata Harrier,33.92,21.8,4,SUV,CNG,Automatic,Excellent,Luxury,Black
Renault Triber,14.23,22.6,7,MUV,Petrol,Automatic,Excellent,Luxury,Grey
Toyota Glanza,17.57,23.1,4,MUV,Petrol,Manual,Used,Sporty,White
Toyota Fortuner,32.25,18.2,4,SUV,Electric,Automatic,Excellent,Sporty,Black
Maruti Swift,6.15,23.9,5,Hatchback,CNG,Manual,Used,Family,Red
Kia Sonet,15.44,17.6,5,Sedan,Hybrid,Automatic,New,Luxury,Red
Honda Jazz,5.03,17.0,5,Hatchback,Petrol,Manual,New,Family,Blue
Tata Punch,9.28,14.5,4,Hatchback,Petrol,Manual,Used,Sporty,White
Maruti Baleno,5.42,12.3,5,Hatchback,Petrol,Manual,Excellent,Sporty,Red
Mahindra Scorpio,20.31,23.5,4,SUV,Hybrid,Automatic,Used,Family,Blue
Maruti Baleno,7.71,13.3,4,Hatchback,Petrol,Manual,Used,Family,Blue
Toyota Glanza,13.82,15.8,5,Sedan,Diesel,Automatic,Excellent,Sporty,Silver
Toyota Glanza,31.27,15.8,5,SUV,Petrol,Automatic,New,Luxury,Red
Hyundai Venue,30.4,16.6,4,SUV,Electric,Automatic,New,Luxury,Black
Maruti Dzire,8.4,17.1,4,Sedan,Petrol,Manual,Excellent,Luxury,Grey
Renault Kiger,29.49,20.0,4,SUV,Petrol,Manual,Used,Luxury,Black
Maruti Baleno,7.92,12.3,5,Hatchback,Diesel,Automatic,New,Luxury,White
Toyota Glanza,20.13,22.8,5,SUV,Hybrid,Automatic,Used,Luxury,White
Honda Jazz,6.15,23.1,5,Hatchback,Hybrid,Automatic,New,Luxury,Red
Mahindra Scorpio,29.98,22.2,4,SUV,CNG,Automatic,New,Luxury,Red
Hyundai Venue,34.23,23.2,4,SUV,Diesel,Manual,Excellent,Sporty,Black
Tata Altroz,9.27,19.8,5,Hatchback,Hybrid,Manual,Used,Sporty,White
Mahindra XUV700,33.97,16.1,4,SUV,Electric,Automatic,Excellent,Sporty,Silver
Hyundai Creta,15.82,16.1,4,SUV,Electric,Automatic,Used,Sporty,Blue
Kia Sonet,7.37,18.2,5,Hatchback,CNG,Manual,New,Luxury,Grey
Maruti Dzire,10.77,21.1,5,Sedan,Hybrid,Automatic,Used,Sporty,Red
Tata Altroz,4.72,19.7,4,Hatchback,CNG,Manual,Excellent,Luxury,Red
Renault Kiger,10.0,23.5,5,SUV,Petrol,Manual,New,Luxury,Blue
Kia Sonet,22.58,17.0,4,SUV,Electric,Manual,Used,Luxury,Silver
Honda Jazz,5.45,17.2,5,Hatchback,CNG,Automatic,New,Luxury,Blue
Honda City,10.75,18.9,5,Sedan,CNG,Automatic,Used,Luxury,White
Toyota Glanza,15.39,20.7,4,Sedan,Electric,Automatic,New,Luxury,Silver
Honda Jazz,9.18,16.7,4,Hatchback,Diesel,Automatic,New,Sporty,Black
Toyota Innova,26.19,18.1,7,MUV,Hybrid,Manual,Excellent,Luxury,Blue
Tata Harrier,17.85,15.9,4,SUV,Hybrid,Manual,Used,Sporty,Silver
Maruti Dzire,12.48,18.2,4,Sedan,CNG,Automatic,Used,Luxury,Red
Toyota Innova,15.62,19.2,7,MUV,CNG,Manual,Excellent,Family,Silver
Maruti Ertiga,17.38,14.3,7,MUV,CNG,Automatic,Used,Family,White
Kia Sonet,17.14,20.0,5,SUV,Hybrid,Automatic,Excellent,Luxury,Grey
Toyota Fortuner,23.88,18.3,5,SUV,CNG,Automatic,Used,Sporty,Black
Mahindra Bolero,26.88,17.6,7,MUV,Diesel,Automatic,Used,Family,Silver
Maruti Dzire,17.89,12.6,4,Sedan,Electric,Manual,Excellent,Sporty,Grey
Kia Sonet,15.05,13.9,4,Sedan,Diesel,Automatic,Excellent,Luxury,Blue
Kia Seltos,22.59,23.6,4,SUV,CNG,Automatic,Excellent,Sporty,Black
Hyundai i20,8.84,22.8,4,Hatchback,Diesel,Manual,Excellent,Luxury,Grey
Toyota Fortuner,16.98,14.3,5,SUV,Electric,Automatic,Excellent,Sporty,White
Hyundai Verna,8.03,19.0,4,Sedan,Petrol,Manual,Excellent,Family,White
Hyundai Verna,17.8,15.3,4,Sedan,CNG,Automatic,Excellent,Sporty,Grey
Maruti Ertiga,14.58,22.8,7,MUV,Electric,Automatic,Excellent,Family,Grey
Maruti Ertiga,15.77,20.7,7,MUV,Electric,Manual,Excellent,Sporty,Red
Renault Kiger,19.35,15.5,5,SUV,Electric,Manual,New,Family,Silver
Honda Amaze,15.53,19.0,5,Sedan,Electric,Manual,Excellent,Family,Blue
Toyota Glanza,10.63,14.4,5,MUV,Hybrid,Manual,Used,Luxury,Red
Honda Amaze,10.21,12.7,5,Sedan,Diesel,Automatic,Excellent,Family,Blue
Honda City,12.23,12.0,4,Sedan,Diesel,Automatic,Excellent,Sporty,Black
Mahindra Bolero,24.6,12.6,7,MUV,Petrol,Manual,Excellent,Family,Blue
Honda City,15.45,17.7,5,Sedan,Petrol,Manual,Excellent,Family,Grey
Honda Amaze,12.65,12.4,5,Sedan,Petrol,Automatic,Excellent,Sporty,Black
Tata Harrier,18.77,23.4,5,SUV,Hybrid,Manual,Used,Luxury,Black
Honda Amaze,8.61,15.8,5,Sedan,Hybrid,Automatic,New,Luxury,Silver
Renault Kiger,17.66,21.3,5,SUV,CNG,Manual,New,Luxury,Black
Honda City,8.47,22.1,4,Sedan,CNG,Manual,Excellent,Luxury,Blue
Mahindra XUV700,21.18,14.9,4,SUV,Diesel,Automatic,Used,Luxury,White
Kia Seltos,19.33,17.8,4,SUV,Hybrid,Automatic,New,Sporty,White
Honda Jazz,7.19,21.8,5,Hatchback,Petrol,Automatic,Excellent,Luxury,White
Honda City,12.49,21.8,4,Sedan,CNG,Manual,New,Sporty,Blue
Toyota Innova,16.45,12.5,7,MUV,Electric,Automatic,Excellent,Sporty,Silver
Mahindra Scorpio,34.8,20.1,5,SUV,Diesel,Automatic,Used,Luxury,White
Toyota Innova,19.72,18.3,7,MUV,Hybrid,Manual,Excellent,Luxury,White
Renault Kiger,11.53,14.4,4,SUV,Electric,Automatic,Used,Family,White
Toyota Fortuner,25.15,15.6,4,SUV,Hybrid,Manual,Used,Luxury,Black
Maruti Baleno,5.76,20.0,4,Hatchback,Hybrid,Manual,Used,Sporty,Blue
Tata Altroz,9.01,14.9,4,Hatchback,CNG,Automatic,New,Luxury,Red
Mahindra Scorpio,22.4,22.2,4,SUV,CNG,Automatic,Excellent,Sporty,Red
Honda Jazz,6.96,24.0,5,Hatchback,Hybrid,Automatic,Excellent,Sporty,White
Maruti Baleno,7.18,21.3,5,Hatchback,CNG,Manual,Excellent,Luxury,Black
Hyundai i20,5.12,22.1,4,Hatchback,Hybrid,Manual,Used,Sporty,Grey
Mahindra XUV700,28.99,21.0,4,SUV,Hybrid,Manual,Used,Family,Red
Toyota Innova,24.43,12.1,7,MUV,Hybrid,Manual,Excellent,Luxury,Blue
Maruti Dzire,12.51,23.8,5,Sedan,CNG,Manual,Excellent,Sporty,Blue
Toyota Innova,27.1,15.2,7,MUV,Electric,Automatic,Excellent,Luxury,Blue
Mahindra XUV700,29.19,17.7,4,SUV,Hybrid,Manual,New,Luxury,Red
Honda City,14.88,23.3,4,Sedan,Hybrid,Automatic,Used,Sporty,White
Maruti Baleno,8.26,16.0,4,Hatchback,Diesel,Automatic,New,Sporty,Grey
Hyundai Venue,32.01,16.8,5,SUV,Electric,Automatic,Excellent,Family,Black
Renault Triber,22.26,19.2,7,MUV,Hybrid,Automatic,Used,Family,White
Renault Kiger,17.62,15.0,4,SUV,Electric,Automatic,New,Sporty,Silver
Mahindra Scorpio,13.41,23.3,4,SUV,Petrol,Manual,Excellent,Family,White
Renault Triber,28.56,23.7,7,MUV,Diesel,Manual,Excellent,Family,Red
Toyota Fortuner,27.92,21.8,5,SUV,Diesel,Manual,New,Sporty,Red
Renault Kiger,30.84,12.7,5,SUV,CNG,Manual,Excellent,Sporty,Blue
Mahindra Scorpio,16.0,13.4,4,SUV,Electric,Manual,New,Sporty,Blue
Renault Triber,17.5,17.6,7,MUV,Hybrid,Manual,New,Luxury,White
Mahindra Bolero,25.1,17.4,7,MUV,Electric,Manual,New,Family,Silver
Maruti Baleno,4.79,21.2,5,Hatchback,Petrol,Manual,Excellent,Sporty,Red
Maruti Dzire,17.98,19.5,4,Sedan,Hybrid,Automatic,Used,Family,White
Maruti Swift,5.32,20.1,4,Hatchback,Hybrid,Automatic,Used,Family,White
Renault Kiger,13.17,15.2,4,SUV,Petrol,Automatic,New,Luxury,Red
Renault Triber,26.84,20.2,7,MUV,Electric,Automatic,Used,Family,Black
Tata Punch,8.78,16.2,4,Sedan,Electric,Manual,New,Luxury,Grey
Tata Punch,27.51,21.4,4,SUV,Diesel,Manual,New,Family,Grey
Tata Punch,20.27,13.7,4,MUV,CNG,Automatic,New,Family,Red
Tata Punch,24.32,21.3,5,MUV,Diesel,Manual,New,Sporty,Silver
Maruti Dzire,9.08,15.7,4,Sedan,Electric,Manual,New,Family,Black
Mahindra Bolero,26.21,12.6,7,MUV,Electric,Automatic,New,Family,Black
Renault Kiger,33.73,13.4,4,SUV,CNG,Automatic,Used,Sporty,Red
Hyundai Creta,12.27,18.0,4,SUV,CNG,Automatic,Excellent,Luxury,Black
Hyundai Venue,34.45,17.0,5,SUV,Petrol,Automatic,New,Luxury,Silver
Toyota Innova,10.32,14.8,7,MUV,Petrol,Automatic,Excellent,Luxury,Blue
Tata Altroz,5.22,16.8,5,Hatchback,Electric,Manual,New,Sporty,Silver
Tata Nexon,14.25,12.9,4,SUV,CNG,Manual,Excellent,Luxury,Black
Hyundai i20,5.39,23.9,5,Hatchback,Electric,Automatic,New,Sporty,Red
Kia Sonet,24.1,22.6,4,SUV,Diesel,Automatic,Excellent,Luxury,White
Toyota Fortuner,31.55,20.2,5,SUV,Electric,Automatic,Used,Luxury,Blue
Honda Jazz,7.24,23.5,4,Hatchback,Diesel,Automatic,New,Luxury,White
Renault Kiger,17.4,19.7,4,SUV,CNG,Manual,New,Luxury,Black
Tata Punch,17.09,23.5,4,MUV,Hybrid,Automatic,Excellent,Sporty,White
Kia Seltos,11.55,23.9,4,SUV,Electric,Automatic,Used,Luxury,Silver
Hyundai Creta,26.28,13.4,5,SUV,Petrol,Manual,Used,Family,Silver
Maruti Swift,9.93,18.3,5,Hatchback,Petrol,Automatic,New,Sporty,Red
Kia Sonet,22.78,18.4,5,SUV,Hybrid,Manual,Used,Luxury,Silver
Hyundai i20,6.03,14.0,4,Hatchback,Diesel,Automatic,Excellent,Family,Silver
Toyota Glanza,26.23,20.3,5,MUV,Electric,Manual,Excellent,Family,Blue
Maruti Swift,4.32,22.4,5,Hatchback,CNG,Automatic,Excellent,Sporty,Red
Honda Jazz,6.72,15.2,4,Hatchback,Electric,Manual,New,Sporty,Silver
Renault Triber,12.67,19.4,7,MUV,Diesel,Manual,New,Sporty,Blue
Honda Jazz,6.0,15.4,4,Hatchback,Electric,Manual,Used,Luxury,Blue
Toyota Glanza,28.37,19.6,4,SUV,Hybrid,Manual,Excellent,Family,White
Mahindra XUV700,31.64,13.4,5,SUV,Hybrid,Manual,New,Sporty,White
Maruti Swift,9.22,23.9,4,Hatchback,CNG,Manual,Excellent,Sporty,Grey
Mahindra Scorpio,19.27,22.9,5,SUV,Diesel,Automatic,New,Family,Black
Maruti Baleno,9.94,15.9,5,Hatchback,CNG,Manual,Excellent,Family,Black
Hyundai i20,8.36,16.6,4,Hatchback,Diesel,Automatic,New,Sporty,Blue
Maruti Swift,7.71,19.2,4,Hatchback,CNG,Manual,Excellent,Luxury,Red
Hyundai Venue,33.51,21.3,5,SUV,CNG,Manual,Used,Luxury,Blue
Mahindra Scorpio,27.62,22.1,5,SUV,Hybrid,Automatic,New,Sporty,White
Renault Kiger,11.67,13.9,5,SUV,Hybrid,Manual,New,Family,Silver
Honda Amaze,11.3,12.3,5,Sedan,Petrol,Manual,Used,Luxury,Blue
Toyota Fortuner,27.49,22.2,4,SUV,Petrol,Manual,New,Luxury,Red
Honda Amaze,17.11,20.1,4,Sedan,CNG,Automatic,New,Luxury,Black
Honda City,10.21,22.0,5,Sedan,Diesel,Automatic,Used,Sporty,Blue
Kia Seltos,33.06,17.1,5,SUV,Electric,Automatic,New,Family,Silver
Maruti Swift,6.16,21.3,5,Hatchback,Diesel,Manual,Used,Family,White
Renault Triber,23.65,16.5,7,MUV,CNG,Automatic,Excellent,Family,Grey
Kia Sonet,20.9,16.5,4,SUV,Electric,Manual,Used,Luxury,Red
Tata Harrier,16.32,17.0,5,SUV,Petrol,Automatic,New,Family,Grey
Honda Jazz,4.75,22.8,4,Hatchback,Diesel,Automatic,Used,Family,Black
Toyota Innova,29.49,13.4,7,MUV,Hybrid,Automatic,Excellent,Sporty,Blue
Honda City,11.11,23.0,5,Sedan,Hybrid,Manual,Excellent,Luxury,Blue
Mahindra Bolero,27.27,17.4,7,MUV,CNG,Manual,Used,Luxury,White
Toyota Innova,13.85,16.0,7,MUV,CNG,Manual,Excellent,Luxury,White
Hyundai Verna,18.0,16.4,5,Sedan,Electric,Manual,Excellent,Sporty,Black
Renault Triber,28.5,12.2,7,MUV,Petrol,Automatic,New,Family,Red
Renault Kiger,24.73,18.5,5,SUV,Diesel,Manual,New,Sporty,White
Kia Sonet,9.14,23.5,5,Hatchback,Petrol,Manual,Excellent,Family,Blue
Hyundai i20,7.29,17.3,4,Hatchback,Hybrid,Automatic,Excellent,Family,Black
Kia Sonet,5.26,21.5,5,Hatchback,Electric,Manual,Used,Luxury,White
Renault Triber,19.79,23.8,7,MUV,Petrol,Automatic,Excellent,Family,Grey
Tata Altroz,7.43,16.9,5,Hatchback,Diesel,Automatic,Used,Family,White
Hyundai Verna,12.3,16.7,5,Sedan,CNG,Automatic,Used,Luxury,Grey
Kia Seltos,29.47,21.4,5,SUV,CNG,Manual,New,Family,White
Toyota Glanza,10.74,19.7,5,MUV,Petrol,Automatic,Excellent,Luxury,Black
Renault Kiger,13.64,22.7,5,SUV,Hybrid,Automatic,Excellent,Sporty,Blue
Maruti Baleno,9.66,13.7,5,Hatchback,Electric,Manual,Excellent,Family,Red
Tata Altroz,4.04,23.9,4,Hatchback,CNG,Automatic,Used,Sporty,Silver
Toyota Innova,25.11,21.7,7,MUV,Diesel,Automatic,Excellent,Family,Blue
Maruti Baleno,9.23,16.3,5,Hatchback,Petrol,Automatic,Used,Family,Grey
Tata Altroz,5.06,12.5,5,Hatchback,Petrol,Automatic,Excellent,Family,White
Kia Sonet,9.74,22.6,4,Hatchback,Petrol,Manual,Excellent,Luxury,Black
Honda Amaze,16.63,18.6,4,Sedan,Hybrid,Automatic,New,Luxury,Red
Honda Amaze,10.95,24.0,5,Sedan,Petrol,Automatic,Used,Family,Blue
Kia Seltos,24.81,14.1,4,SUV,CNG,Manual,Excellent,Luxury,Black
Hyundai i20,6.35,22.4,5,Hatchback,Electric,Automatic,Used,Family,Red
Tata Altroz,6.22,21.6,5,Hatchback,Petrol,Manual,Used,Family,Grey
Honda Jazz,7.36,13.7,5,Hatchback,Diesel,Manual,Used,Family,Blue
Maruti Ertiga,19.99,21.3,7,MUV,Electric,Manual,Excellent,Luxury,Blue
Hyundai Creta,31.42,17.5,4,SUV,CNG,Automatic,New,Luxury,Silver
Tata Punch,8.41,19.4,5,Hatchback,CNG,Automatic,New,Luxury,Grey
Honda Amaze,12.33,21.4,4,Sedan,Diesel,Automatic,New,Luxury,Grey
Toyota Glanza,11.13,17.5,5,Sedan,Hybrid,Automatic,Excellent,Luxury,Blue
Maruti Dzire,14.55,21.3,4,Sedan,Diesel,Automatic,Used,Luxury,Black
Hyundai Verna,15.27,16.2,4,Sedan,Petrol,Automatic,New,Sporty,Red
Hyundai Venue,30.58,15.0,5,SUV,Diesel,Automatic,Used,Sporty,Grey
Honda Jazz,7.52,20.2,5,Hatchback,CNG,Manual,Used,Sporty,Blue
Tata Harrier,19.03,15.3,4,SUV,CNG,Manual,Used,Family,Silver
Honda Amaze,16.62,15.1,5,Sedan,CNG,Automatic,Excellent,Sporty,White
Toyota Fortuner,20.87,17.4,4,SUV,Petrol,Manual,New,Family,Red
Kia Sonet,20.04,13.7,5,SUV,Electric,Manual,Excellent,Luxury,Red
Toyota Fortuner,19.18,20.7,5,SUV,Electric,Manual,Excellent,Family,Black
Toyota Fortuner,34.25,18.6,4,SUV,Petrol,Automatic,Used,Luxury,Black
Honda Amaze,15.94,15.8,5,Sedan,Petrol,Automatic,Used,Sporty,Red
Kia Seltos,29.39,22.1,4,SUV,CNG,Manual,Excellent,Luxury,Blue
Toyota Innova,21.81,20.7,7,MUV,Diesel,Manual,Excellent,Sporty,Red
Tata Harrier,30.11,21.9,5,SUV,CNG,Automatic,Excellent,Luxury,Grey
Hyundai Creta,30.07,14.7,5,SUV,Electric,Manual,Used,Luxury,Blue
Mahindra Bolero,21.9,20.7,7,MUV,Hybrid,Manual,Used,Sporty,Silver
Hyundai Venue,13.43,22.5,5,SUV,CNG,Automatic,New,Sporty,Blue
Hyundai Venue,32.72,16.3,4,SUV,CNG,Automatic,New,Family,Blue
Kia Sonet,14.62,13.0,4,SUV,Petrol,Manual,Excellent,Luxury,White
Kia Seltos,32.82,23.1,5,SUV,Hybrid,Automatic,New,Sporty,White
Maruti Dzire,16.65,18.6,4,Sedan,Diesel,Automatic,New,Sporty,Blue
Mahindra Scorpio,19.46,12.9,5,SUV,Petrol,Manual,Excellent,Luxury,Black
Hyundai Verna,12.44,15.3,5,Sedan,Electric,Manual,Used,Sporty,Red
Renault Kiger,32.2,17.7,5,SUV,Hybrid,Manual,Excellent,Family,Grey
Renault Kiger,20.28,14.5,5,SUV,Petrol,Automatic,New,Sporty,White
Renault Kiger,31.77,17.4,4,SUV,Hybrid,Automatic,Used,Luxury,Grey
Toyota Glanza,20.32,20.8,5,MUV,Diesel,Automatic,Used,Luxury,White
Hyundai Creta,13.33,14.0,5,SUV,Hybrid,Automatic,Excellent,Family,Blue
Maruti Baleno,9.05,22.5,4,Hatchback,Electric,Manual,Used,Family,Silver
Hyundai Verna,16.57,17.9,5,Sedan,Electric,Manual,New,Sporty,Grey
Kia Seltos,31.61,15.1,5,SUV,Hybrid,Manual,New,Luxury,Blue
Honda Jazz,9.95,12.0,4,Hatchback,Electric,Manual,New,Luxury,Grey
Renault Triber,15.64,12.5,7,MUV,Diesel,Automatic,Excellent,Sporty,White
Toyota Glanza,4.91,19.4,4,Hatchback,Hybrid,Manual,New,Sporty,Red
Renault Triber,26.76,23.5,7,MUV,Hybrid,Manual,Excellent,Family,Blue
Maruti Dzire,14.54,16.7,4,Sedan,Hybrid,Manual,Excellent,Sporty,Grey
Toyota Innova,23.06,22.0,7,MUV,Diesel,Automatic,Excellent,Luxury,White
Tata Punch,30.26,15.1,4,SUV,CNG,Automatic,Used,Sporty,Red
Renault Kiger,20.64,12.1,5,SUV,Hybrid,Automatic,New,Luxury,White
Hyundai Venue,17.18,12.4,4,SUV,Diesel,Automatic,New,Luxury,Grey
Hyundai Venue,26.49,17.4,4,SUV,Electric,Manual,Used,Sporty,Silver
Honda Jazz,6.53,12.6,4,Hatchback,Petrol,Manual,Excellent,Sporty,Red
Kia Sonet,6.12,13.1,5,Hatchback,CNG,Automatic,Excellent,Luxury,White
Hyundai Creta,17.02,23.5,4,SUV,Diesel,Manual,New,Luxury,Red
Maruti Baleno,9.67,18.2,4,Hatchback,Hybrid,Manual,Excellent,Sporty,White
Toyota Fortuner,10.83,12.2,4,SUV,Diesel,Automatic,New,Family,Grey
Mahindra XUV700,16.93,17.0,5,SUV,Petrol,Automatic,Used,Sporty,Black
Tata Harrier,21.54,14.4,5,SUV,CNG,Manual,New,Sporty,Silver
Maruti Ertiga,29.04,23.5,7,MUV,Electric,Manual,Excellent,Sporty,Red
Hyundai Venue,17.99,15.8,4,SUV,Electric,Manual,Excellent,Sporty,Silver
Honda City,15.45,22.5,4,Sedan,CNG,Manual,New,Family,White
Toyota Fortuner,30.73,14.3,4,SUV,Hybrid,Manual,Used,Sporty,Grey
Mahindra Scorpio,32.35,16.5,4,SUV,CNG,Manual,Used,Luxury,Red
Toyota Glanza,25.21,13.6,5,MUV,Hybrid,Manual,Excellent,Sporty,Silver
Kia Sonet,33.2,19.6,4,SUV,Electric,Automatic,Used,Luxury,Grey
Maruti Baleno,7.13,14.8,5,Hatchback,Electric,Manual,New,Sporty,Grey
Hyundai Venue,24.61,19.0,4,SUV,Petrol,Automatic,Used,Luxury,Red
Maruti Baleno,5.37,22.2,4,Hatchback,Petrol,Manual,Excellent,Luxury,Black
Mahindra Bolero,21.54,13.5,7,MUV,Petrol,Manual,New,Sporty,Silver
Kia Sonet,12.52,19.0,4,SUV,Hybrid,Automatic,New,Family,Blue
Hyundai Creta,34.62,20.3,5,SUV,Petrol,Manual,Used,Luxury,Red
Renault Triber,12.45,15.4,7,MUV,CNG,Manual,New,Family,Grey
Toyota Glanza,25.1,15.4,5,SUV,Hybrid,Automatic,Used,Sporty,Grey
Kia Sonet,15.73,18.8,4,Sedan,CNG,Manual,New,Luxury,Grey
Honda Amaze,15.46,22.1,5,Sedan,CNG,Automatic,Excellent,Sporty,Blue
Mahindra XUV700,12.54,12.4,4,SUV,CNG,Manual,Used,Sporty,Grey
Honda Amaze,16.01,16.8,5,Sedan,Hybrid,Manual,New,Family,Blue
Hyundai i20,9.96,18.0,5,Hatchback,Petrol,Automatic,Used,Luxury,White
Renault Triber,28.88,20.0,7,MUV,CNG,Manual,Used,Family,White
Hyundai Creta,34.16,14.5,4,SUV,Petrol,Manual,New,Sporty,White
Renault Kiger,24.66,18.7,4,SUV,Petrol,Manual,Excellent,Luxury,Black
Tata Harrier,29.93,14.1,4,SUV,CNG,Manual,Used,Sporty,Black
Kia Seltos,33.15,12.7,5,SUV,Electric,Automatic,New,Family,Red
Toyota Innova,28.7,16.2,7,MUV,Hybrid,Automatic,Excellent,Luxury,Silver
Toyota Glanza,18.58,19.4,5,SUV,Diesel,Automatic,New,Family,White
Renault Kiger,12.23,19.2,4,SUV,Hybrid,Automatic,New,Family,Silver
Toyota Innova,23.96,18.6,7,MUV,CNG,Manual,Excellent,Sporty,Silver
Tata Altroz,6.12,22.5,4,Hatchback,Hybrid,Automatic,Used,Luxury,Red
Honda Amaze,17.8,16.4,5,Sedan,Diesel,Manual,Used,Sporty,Blue
Maruti Dzire,8.09,21.9,4,Sedan,Hybrid,Automatic,Used,Family,White
Kia Sonet,12.91,16.9,4,Sedan,CNG,Automatic,Used,Luxury,Silver
Renault Triber,24.11,17.2,7,MUV,Electric,Automatic,Used,Luxury,Red
Maruti Baleno,9.29,21.2,5,Hatchback,CNG,Automatic,New,Family,Silver
Kia Seltos,26.75,21.0,5,SUV,Hybrid,Automatic,Used,Luxury,Red
Hyundai i20,9.88,14.5,5,Hatchback,Diesel,Automatic,New,Luxury,Red
Toyota Fortuner,26.19,23.5,4,SUV,Diesel,Automatic,New,Family,Silver
Maruti Ertiga,28.96,23.8,7,MUV,Electric,Manual,Excellent,Family,Silver
Kia Seltos,29.88,16.5,4,SUV,Diesel,Automatic,Excellent,Luxury,Blue
Mahindra Scorpio,11.74,18.4,5,SUV,Hybrid,Manual,Used,Family,Grey
Kia Seltos,25.59,14.0,5,SUV,CNG,Manual,New,Family,Grey
Toyota Fortuner,30.5,15.4,5,SUV,Diesel,Manual,Excellent,Sporty,Red
Kia Sonet,19.92,15.2,5,MUV,Hybrid,Manual,Excellent,Sporty,Black
